race_number,category,place,racer_name,plate_number,points,finish_time,venue,race_date,avg_speed
2,SPORT WOMEN,5,Cora Hansen,801,54,1:20:04,Euclid,2023-05-03,4
2,JUNIOR,1,Brody Smith,909,80,0:25:04,Euclid,2023-05-03,8.1
2,JUNIOR,2,Jaden Webster,912,73,0:26:20,Euclid,2023-05-03,7.7
2,JUNIOR,3,Alta Miller,910,66,0:28:10,Euclid,2023-05-03,7.2
2,JUNIOR,4,Zayden Mortimer,901,59,0:32:15,Euclid,2023-05-03,6.3
2,JUNIOR,5,Ariann Apostol,905,54,0:36:25,Euclid,2023-05-03,5.6
2,JUNIOR,6,Avery Preston,902,49,0:36:30,Euclid,2023-05-03,5.6
2,JUNIOR,7,Lucy Nelson,906,44,0:41:43,Euclid,2023-05-03,4.9
2,JUNIOR,8,Darian Bingham,904,39,0:44:50,Euclid,2023-05-03,4.5
2,JUNIOR,DNF,Grant Lewis,911,1,,Euclid,2023-05-03,
2,BEGINNER,1,Isaac Miller,1009,80,0:25:57,Euclid,2023-05-03,8.5
2,BEGINNER,2,Logan Nielson,1010,73,0:27:07,Euclid,2023-05-03,8.2
2,BEGINNER,3,Haylee Lambe,1015,66,0:27:36,Euclid,2023-05-03,8
2,BEGINNER,4,Landon Nielson,1011,59,0:27:39,Euclid,2023-05-03,8
2,BEGINNER,5,Maya Holley,1018,54,0:29:14,Euclid,2023-05-03,7.6
2,BEGINNER,6,Jackson Bingham,1002,49,0:32:33,Euclid,2023-05-03,6.8
2,BEGINNER,7,Nate Jacobsen,1007,44,0:33:48,Euclid,2023-05-03,6.6
2,BEGINNER,8,Will Dayley,1014,39,0:37:21,Euclid,2023-05-03,5.9
2,BEGINNER,9,Asher Burton,1017,36,0:38:04,Euclid,2023-05-03,5.8
2,BEGINNER,10,Ethan Moyes,1016,33,0:39:38,Euclid,2023-05-03,5.6
2,BEGINNER,11,Kyrie Bingham,1001,30,0:40:45,Euclid,2023-05-03,5.4
3,PRO,1,Carter Anderson,5,80,1:09:54,Euclid,2023-05-17,12
3,PRO,2,Andrew Conover,6,73,1:12:31,Euclid,2023-05-17,11.5
3,PRO,3,Val Gibson,2,66,1:15:30,Euclid,2023-05-17,11.1
3,PRO,4,Geoffrey Montague,1,59,1:16:30,Euclid,2023-05-17,10.9
3,PRO,5,Cooper Peterson,23,54,1:18:41,Euclid,2023-05-17,10.6
3,SEMI-PRO,1,Jason Lux,121,80,1:00:55,Euclid,2023-05-17,11
3,SEMI-PRO,2,Lincoln Goodwin,107,73,1:01:15,Euclid,2023-05-17,10.9
3,SEMI-PRO,3,Brandon Smith,125,66,1:01:42,Euclid,2023-05-17,10.8
3,SEMI-PRO,4,Matt Frisby,105,59,1:02:13,Euclid,2023-05-17,10.7
3,SEMI-PRO,5,Scott Abbott,116,54,1:02:56,Euclid,2023-05-17,10.6
3,SEMI-PRO,6,Nate Miller,101,49,1:03:31,Euclid,2023-05-17,10.5
3,SEMI-PRO,7,Tripp Kay,109,44,1:05:00,Euclid,2023-05-17,10.3
3,SEMI-PRO,8,Stewart Goodwin,139,39,1:05:33,Euclid,2023-05-17,10.2
3,SEMI-PRO,9,Luke Cahoon,104,36,1:05:56,Euclid,2023-05-17,10.1
3,SEMI-PRO,10,Scott Preston,113,33,1:06:35,Euclid,2023-05-17,10
3,SEMI-PRO,11,Thomas Cahoon,127,30,1:06:45,Euclid,2023-05-17,10
3,SEMI-PRO,12,Bradley Reed,138,27,1:06:59,Euclid,2023-05-17,10
3,SEMI-PRO,13,Ethan Smith,124,24,1:07:20,Euclid,2023-05-17,9.9
3,SEMI-PRO,14,Nick Birch,103,21,1:08:09,Euclid,2023-05-17,9.8
3,SEMI-PRO,15,Gavin Tew,133,18,1:09:34,Euclid,2023-05-17,9.6
3,SEMI-PRO,16,Carson Burgner,134,15,1:10:34,Euclid,2023-05-17,9.5
3,SEMI-PRO,17,Nathanicus Klarkarooni,110,12,1:11:07,Euclid,2023-05-17,9.4
3,SEMI-PRO,DNF,Matt Parker,102,1,,Euclid,2023-05-17,
3,EXPERT A,1,Jake Broussard,236,80,1:05:21,Euclid,2023-05-17,10.2
3,EXPERT A,2,Braden Green,241,73,1:07:13,Euclid,2023-05-17,9.9
3,EXPERT A,3,Jeff Jarvie,233,66,1:07:40,Euclid,2023-05-17,9.9
3,EXPERT A,4,Heber Anderson,213,59,1:08:32,Euclid,2023-05-17,9.8
3,EXPERT A,5,Rhome Goodman,231,54,1:08:44,Euclid,2023-05-17,9.7
3,EXPERT A,6,Max Jarvie,232,49,1:09:25,Euclid,2023-05-17,9.6
3,EXPERT A,7,Mark Stahmann,240,44,1:09:27,Euclid,2023-05-17,9.6
3,EXPERT A,8,Cody Shepherd,224,39,1:09:48,Euclid,2023-05-17,9.6
3,EXPERT A,9,Harry Mccoard,208,36,1:11:12,Euclid,2023-05-17,9.4
3,EXPERT A,10,Braxden Hansen,219,33,1:13:07,Euclid,2023-05-17,9.1
3,EXPERT A,11,Clayton Morrill,238,30,1:14:01,Euclid,2023-05-17,9
3,EXPERT A,12,Quinn Jacobsen,206,27,1:15:41,Euclid,2023-05-17,8.8
3,EXPERT A,13,Garrett Allred,202,24,1:17:14,Euclid,2023-05-17,8.7
3,EXPERT A,14,Andrew Nelson,209,21,1:17:48,Euclid,2023-05-17,8.6
3,EXPERT A,15,Scott Hoggan,205,18,1:18:52,Euclid,2023-05-17,8.5
3,EXPERT A,16,Brad Seggar,212,15,1:19:08,Euclid,2023-05-17,8.4
3,EXPERT A,17,Alan Farnes,201,12,1:23:27,Euclid,2023-05-17,8
3,EXPERT A,18,Michael Greco,204,9,1:31:17,Euclid,2023-05-17,7.3
3,PRO/EXPERT WOMEN,1,Rachel Miller,301,80,0:55:08,Euclid,2023-05-17,9.1
3,PRO/EXPERT WOMEN,2,Brynlee Bingham,302,73,1:00:05,Euclid,2023-05-17,8.3
3,PRO/EXPERT WOMEN,3,Brooke Lyman,307,66,1:00:21,Euclid,2023-05-17,8.3
3,PRO/EXPERT WOMEN,4,Kadence Preston,305,59,1:01:33,Euclid,2023-05-17,8.1
3,PRO/EXPERT WOMEN,5,Kristi Mcilmoil,304,54,1:02:06,Euclid,2023-05-17,8.1
3,PRO/EXPERT WOMEN,6,Abby Ehlert,313,49,1:05:47,Euclid,2023-05-17,7.6
3,PRO/EXPERT WOMEN,7,Patty Rice,308,44,1:15:14,Euclid,2023-05-17,6.6
3,EXPERT B,1,Mike Madsen,407,80,0:51:50,Euclid,2023-05-17,9.7
3,EXPERT B,2,Cole Beach,432,73,0:52:20,Euclid,2023-05-17,9.6
3,EXPERT B,3,Bolt Miller,429,66,0:52:41,Euclid,2023-05-17,9.5
3,EXPERT B,4,Jacob Miller,424,59,0:52:49,Euclid,2023-05-17,9.5
3,EXPERT B,5,Jansen Payne,425,54,0:53:19,Euclid,2023-05-17,9.4
3,EXPERT B,6,Gregory Jacobs,439,49,0:54:21,Euclid,2023-05-17,9.2
3,EXPERT B,7,John Mcilmoil,408,44,0:54:25,Euclid,2023-05-17,9.2
3,EXPERT B,8,Jordan Thurston,411,39,0:54:59,Euclid,2023-05-17,9.1
3,EXPERT B,9,Rhys Louis,416,36,0:56:09,Euclid,2023-05-17,8.9
3,EXPERT B,10,Ashton Webster,427,33,0:56:19,Euclid,2023-05-17,8.9
3,EXPERT B,11,Brixton Mortimer,401,30,0:56:40,Euclid,2023-05-17,8.8
3,EXPERT B,12,Keith Payne,417,27,0:56:49,Euclid,2023-05-17,8.8
3,EXPERT B,13,Mitchell Mccoard,440,24,0:58:26,Euclid,2023-05-17,8.6
3,EXPERT B,14,Ian Beaty,403,21,1:00:34,Euclid,2023-05-17,8.3
3,EXPERT B,15,Todd Stay,442,18,1:01:42,Euclid,2023-05-17,8.1
3,EXPERT B,16,Cole Gonsalves,415,15,1:01:45,Euclid,2023-05-17,8.1
3,EXPERT B,17,Curtis Stastny,419,12,1:02:33,Euclid,2023-05-17,8
3,EXPERT C,1,Foraker Fisher,526,80,0:54:12,Euclid,2023-05-17,9.2
3,EXPERT C,2,Jared Ririe,510,73,0:55:22,Euclid,2023-05-17,9.1
3,EXPERT C,3,Milo Porter,530,66,0:57:12,Euclid,2023-05-17,8.8
3,EXPERT C,4,Cam Burgner,529,59,0:57:54,Euclid,2023-05-17,8.7
3,EXPERT C,5,Tyler Perry,519,54,0:58:23,Euclid,2023-05-17,8.6
3,EXPERT C,6,Tyson Peterson,501,49,0:59:48,Euclid,2023-05-17,8.4
3,EXPERT C,7,Talan Reese,527,44,1:00:00,Euclid,2023-05-17,8.3
3,EXPERT C,8,Kerry Smith,513,39,1:00:59,Euclid,2023-05-17,8.2
3,EXPERT C,9,Cameron Hill,508,36,1:01:19,Euclid,2023-05-17,8.2
3,EXPERT C,10,Dallan Robbins,524,33,1:01:35,Euclid,2023-05-17,8.1
3,EXPERT C,11,Max Glade,507,30,1:01:37,Euclid,2023-05-17,8.1
3,EXPERT C,12,Jayson Vincent,512,27,1:03:15,Euclid,2023-05-17,7.9
3,EXPERT C,13,Brian Blumer,514,24,1:03:33,Euclid,2023-05-17,7.9
3,EXPERT C,14,Ezra Montague,509,21,1:04:45,Euclid,2023-05-17,7.7
3,EXPERT C,15,Jerry Brown,504,18,1:05:17,Euclid,2023-05-17,7.7
3,EXPERT C,16,Brian Stastny,521,15,1:05:22,Euclid,2023-05-17,7.7
3,EXPERT C,17,Johnnie Gonsalves,516,12,1:07:56,Euclid,2023-05-17,7.4
3,SPORT A,1,David Williams,616,80,0:40:15,Euclid,2023-05-17,8.3
3,SPORT A,2,Lincoln Tew,611,73,0:43:05,Euclid,2023-05-17,7.7
3,SPORT A,3,Jeff Stroh,620,66,0:44:11,Euclid,2023-05-17,7.6
3,SPORT A,4,Keldon Birch,625,59,0:45:05,Euclid,2023-05-17,7.4
3,SPORT A,5,Tyson Widdison,601,54,0:46:11,Euclid,2023-05-17,7.2
3,SPORT A,6,Max Topham,621,49,0:48:27,Euclid,2023-05-17,6.9
3,SPORT A,7,Logan Finlay,624,44,0:51:01,Euclid,2023-05-17,6.5
3,SPORT A,8,Matt Cahoon,619,39,0:52:45,Euclid,2023-05-17,6.3
3,SPORT A,9,Tyson Morrill,623,36,0:53:40,Euclid,2023-05-17,6.2
3,SPORT A,10,Jessica Stastny,622,33,0:54:29,Euclid,2023-05-17,6.1
3,SPORT B,1,Ashby Blumer,714,80,0:40:39,Euclid,2023-05-17,8.2
3,SPORT B,2,Jensen Paterson,708,73,0:44:26,Euclid,2023-05-17,7.5
3,SPORT B,3,Daxton Mortimer,701,66,0:44:41,Euclid,2023-05-17,7.5
3,SPORT B,4,Levi Blumer,713,59,1:00:18,Euclid,2023-05-17,5.5
3,SPORT WOMEN,1,Presley Mcgown,815,80,0:48:17,Euclid,2023-05-17,6.9
3,SPORT WOMEN,2,Linda Matheson,809,73,0:53:44,Euclid,2023-05-17,6.2
3,SPORT WOMEN,3,Tawna Morris,817,66,0:58:10,Euclid,2023-05-17,5.7
3,SPORT WOMEN,4,Paige Blumer,812,59,1:01:57,Euclid,2023-05-17,5.4
3,JUNIOR,1,Brody Smith,909,80,0:40:41,Euclid,2023-05-17,8.2
3,JUNIOR,2,Jaden Webster,914,73,0:42:31,Euclid,2023-05-17,7.9
3,JUNIOR,3,Alta Miller,910,66,0:47:21,Euclid,2023-05-17,7
3,JUNIOR,4,Ariann Apostol,905,59,0:56:09,Euclid,2023-05-17,5.9
3,JUNIOR,5,Zayden Mortimer,901,54,0:59:27,Euclid,2023-05-17,5.6
3,JUNIOR,6,Lucy Nelson,906,49,1:01:40,Euclid,2023-05-17,5.4
3,JUNIOR,7,Camilla Jacobsen,903,44,1:06:21,Euclid,2023-05-17,5
3,JUNIOR,8,Darian Bingham,904,39,1:07:31,Euclid,2023-05-17,4.9
3,JUNIOR,DNF,Seth Nelson,913,1,,Euclid,2023-05-17,
3,BEGINNER,1,Isaac Miller,1009,80,0:28:38,Euclid,2023-05-17,5.8
3,BEGINNER,2,Dunken Paterson,1021,73,0:31:33,Euclid,2023-05-17,5.3
3,BEGINNER,3,Jackson Bingham,1002,66,0:34:06,Euclid,2023-05-17,4.9
3,BEGINNER,4,Kyrie Bingham,1001,59,0:38:39,Euclid,2023-05-17,4.3
3,BEGINNER,5,Jessy Williams,1022,54,0:41:41,Euclid,2023-05-17,4
3,BEGINNER,6,Jay Jacobsen,1023,49,0:53:10,Euclid,2023-05-17,3.1
4,PRO,1,Mark Tuttle,4,80,0:46:57,Euclid,2023-05-24,10.9
4,PRO,2,Val Gibson,2,73,0:48:00,Euclid,2023-05-24,10.7
4,PRO,3,Brandon Firth,18,59,0:50:14,Euclid,2023-05-24,10.2
4,PRO,4,Cooper Peterson,23,54,0:51:28,Euclid,2023-05-24,10
4,PRO,DNF,Evan Arthur,24,66,0:47:30,Euclid,2023-05-24,10.8
4,SEMI-PRO,1,Kyle Clarke,135,80,0:48:19,Euclid,2023-05-24,10.6
4,SEMI-PRO,2,Nate Miller,101,73,0:49:22,Euclid,2023-05-24,10.4
4,SEMI-PRO,3,Matt Frisby,105,66,0:51:00,Euclid,2023-05-24,10.1
4,SEMI-PRO,4,Scott Abbott,116,59,0:51:43,Euclid,2023-05-24,9.9
4,SEMI-PRO,5,Luke Cahoon,104,54,0:52:39,Euclid,2023-05-24,9.7
4,SEMI-PRO,6,Tripp Kay,109,49,0:52:40,Euclid,2023-05-24,9.7
4,SEMI-PRO,7,Scott Preston,113,44,0:53:31,Euclid,2023-05-24,9.6
4,SEMI-PRO,8,Matt Parker,102,39,0:55:19,Euclid,2023-05-24,9.3
4,SEMI-PRO,9,Colton Theobald,117,36,0:55:32,Euclid,2023-05-24,9.2
4,SEMI-PRO,10,Woody,111,33,0:56:21,Euclid,2023-05-24,9.1
4,SEMI-PRO,11,Thomas Cahoon,127,30,0:57:46,Euclid,2023-05-24,8.9
4,SEMI-PRO,12,Carson Burgner,134,27,0:57:51,Euclid,2023-05-24,8.9
4,SEMI-PRO,DNF,Brandon Smith,125,1,0:45:01,Euclid,2023-05-24,11.4
4,SEMI-PRO,DNF,Ethan Smith,124,1,,Euclid,2023-05-24,
4,SEMI-PRO,DNF,Nathanicus Klarkarooni,110,1,,Euclid,2023-05-24,
4,SEMI-PRO,DNF,Josey Apostol,0,1,,Euclid,2023-05-24,
4,EXPERT A,1,Parker Blair,245,80,0:51:19,Euclid,2023-05-24,10
4,EXPERT A,2,Jake Broussard,236,73,0:51:25,Euclid,2023-05-24,10
4,EXPERT A,3,Rhome Goodman,231,66,0:52:09,Euclid,2023-05-24,9.8
4,EXPERT A,4,Will Roylance,244,59,0:53:27,Euclid,2023-05-24,9.6
4,EXPERT A,5,Jon Gallagher,217,54,0:54:02,Euclid,2023-05-24,9.5
4,EXPERT A,6,Cody Shepherd,224,49,0:54:15,Euclid,2023-05-24,9.5
4,EXPERT A,7,Kael Theobald,246,44,0:57:43,Euclid,2023-05-24,8.9
4,EXPERT A,8,Quinn Jacobsen,206,39,0:59:11,Euclid,2023-05-24,8.7
4,EXPERT A,9,Bob Saffell,242,36,1:02:23,Euclid,2023-05-24,8.2
4,EXPERT A,10,Bryson Douglass,216,33,1:05:00,Euclid,2023-05-24,7.9
4,EXPERT A,11,Brad Seggar,212,30,1:05:08,Euclid,2023-05-24,7.9
4,EXPERT A,12,Scott Hoggan,205,27,1:09:32,Euclid,2023-05-24,7.4
4,EXPERT A,DNF,Cameron Gibby,218,1,,Euclid,2023-05-24,
4,EXPERT A,DNF,Garrett Allred,202,1,,Euclid,2023-05-24,
4,EXPERT A,DNF,Mark Nelson,0,1,,Euclid,2023-05-24,
4,PRO/EXPERT WOMEN,1,Kadence Preston,305,80,1:07:53,Euclid,2023-05-24,6.9
4,PRO/EXPERT WOMEN,2,Brynlee Bingham,302,73,1:07:53,Euclid,2023-05-24,6.9
4,PRO/EXPERT WOMEN,DNF,Rachel Miller,301,1,,Euclid,2023-05-24,
4,EXPERT B,1,Jacob Miller,424,80,0:48:45,Euclid,2023-05-24,9.7
4,EXPERT B,2,Mike Madsen,407,73,0:49:34,Euclid,2023-05-24,9.5
4,EXPERT B,3,Gregory Jacobs,439,66,0:49:52,Euclid,2023-05-24,9.5
4,EXPERT B,4,Jansen Payne,425,59,0:50:01,Euclid,2023-05-24,9.4
4,EXPERT B,5,Cody Richards,434,54,0:51:28,Euclid,2023-05-24,9.2
4,EXPERT B,6,Garrett Norton,409,49,0:52:36,Euclid,2023-05-24,9
4,EXPERT B,7,Brixton Mortimer,401,44,0:53:00,Euclid,2023-05-24,8.9
4,EXPERT B,8,Crozier Kimball,438,39,0:54:23,Euclid,2023-05-24,8.7
4,EXPERT B,9,Jordan Thurston,411,36,0:54:40,Euclid,2023-05-24,8.6
4,EXPERT B,10,Keith Payne,417,33,0:58:16,Euclid,2023-05-24,8.1
4,EXPERT B,11,Cole Gonsalves,415,30,0:59:55,Euclid,2023-05-24,7.9
4,EXPERT B,12,Ian Beaty,403,27,1:01:03,Euclid,2023-05-24,7.7
4,EXPERT B,DNF,Bolt Miller,429,1,,Euclid,2023-05-24,
4,EXPERT C,1,Foraker Fisher,526,80,0:51:04,Euclid,2023-05-24,9.2
4,EXPERT C,2,Cam Burgner,529,73,0:51:48,Euclid,2023-05-24,9.1
4,EXPERT C,3,Rylan Sutton,523,66,0:56:18,Euclid,2023-05-24,8.4
4,EXPERT C,4,Bryan Moore,528,59,0:57:12,Euclid,2023-05-24,8.2
4,EXPERT C,5,Paul Hadlock,531,54,0:57:21,Euclid,2023-05-24,8.2
4,EXPERT C,6,Kerry Smith,513,49,0:58:18,Euclid,2023-05-24,8.1
4,EXPERT C,7,Jared Ririe,510,44,0:59:44,Euclid,2023-05-24,7.9
4,EXPERT C,8,Dallan Robbins,524,39,0:59:49,Euclid,2023-05-24,7.9
4,EXPERT C,9,Calvin Cahoon,506,36,1:02:55,Euclid,2023-05-24,7.5
4,EXPERT C,10,Jerry Brown,504,33,1:03:04,Euclid,2023-05-24,7.5
4,EXPERT C,11,Tyler Perry,519,30,1:03:24,Euclid,2023-05-24,7.4
4,EXPERT C,12,Johnnie Gonsalves,516,27,1:10:46,Euclid,2023-05-24,6.6
4,EXPERT C,13,Brian Stastny,521,24,1:11:14,Euclid,2023-05-24,6.6
4,EXPERT C,DNF,Tyson Peterson,501,1,0:52:40,Euclid,2023-05-24,8.9
4,EXPERT C,DNF,Ezra Montague,509,1,,Euclid,2023-05-24,
4,EXPERT C,DNF,Cameron Hill,508,1,,Euclid,2023-05-24,
4,SPORT A,1,John Taylor,610,80,0:51:30,Euclid,2023-05-24,7.5
4,SPORT A,2,David Williams,616,73,0:52:47,Euclid,2023-05-24,7.3
4,SPORT A,3,Tyson Widdison,601,66,0:59:26,Euclid,2023-05-24,6.5
4,SPORT A,4,Matt Cahoon,619,59,1:02:42,Euclid,2023-05-24,6.2
4,SPORT A,5,Blake Hadlock,626,54,1:05:39,Euclid,2023-05-24,5.9
4,SPORT B,1,Daxton Mortimer,701,80,0:42:50,Euclid,2023-05-24,8.1
4,SPORT B,2,Jensen Paterson,708,73,0:44:03,Euclid,2023-05-24,7.8
4,SPORT WOMEN,1,Ella Collett,818,80,0:45:33,Euclid,2023-05-24,7.6
4,SPORT WOMEN,DNF,Jaycee Apostol,802,1,,Euclid,2023-05-24,
4,SPORT WOMEN,DNF,Rachel Peterson,810,1,,Euclid,2023-05-24,
4,SPORT WOMEN,DNF,Cora Hansen,801,1,,Euclid,2023-05-24,
4,JUNIOR,1,Brody Smith,909,80,0:26:00,Euclid,2023-05-24,8.3
4,JUNIOR,2,Alta Miller,910,73,0:28:30,Euclid,2023-05-24,7.5
4,JUNIOR,3,Zayden Mortimer,901,66,0:32:40,Euclid,2023-05-24,6.6
4,JUNIOR,4,Ariann Apostol,905,59,0:35:42,Euclid,2023-05-24,6
4,JUNIOR,5,Lucy Nelson,906,54,0:37:24,Euclid,2023-05-24,5.7
4,JUNIOR,6,Darian Bingham,904,49,0:41:51,Euclid,2023-05-24,5.1
4,JUNIOR,7,Camilla Jacobsen,903,44,0:43:31,Euclid,2023-05-24,4.9
4,JUNIOR,DNF,Pason Sutton,912,1,0:20:53,Euclid,2023-05-24,10.3
4,BEGINNER,1,Isaac Miller,1009,80,0:20:45,Euclid,2023-05-24,7.8
4,BEGINNER,2,Jackson Bingham,1002,73,0:23:22,Euclid,2023-05-24,6.9
4,BEGINNER,3,Nate Jacobsen,1007,66,0:23:50,Euclid,2023-05-24,6.7
4,BEGINNER,4,Dunken Paterson,1021,59,0:24:45,Euclid,2023-05-24,6.5
4,BEGINNER,5,Kyrie Bingham,1001,54,0:27:51,Euclid,2023-05-24,5.8
4,BEGINNER,6,Jessy Williams,1022,49,0:29:09,Euclid,2023-05-24,5.5
4,BEGINNER,7,Jay Jacobsen,1023,44,0:33:57,Euclid,2023-05-24,4.7
5,PRO,1,Carter Anderson,5,80,1:02:24,Sundance,2023-06-21,10.7
5,PRO,2,Evan Arthur,24,73,1:03:03,Sundance,2023-06-21,10.6
5,PRO,3,Cameron Larson,26,66,1:03:51,Sundance,2023-06-21,10.5
5,PRO,4,Andrew Conover,6,59,1:04:42,Sundance,2023-06-21,10.3
5,PRO,5,Sebastian Sarmiento,13,54,1:05:31,Sundance,2023-06-21,10.2
5,PRO,6,Jaxon Wiggins,27,49,1:06:56,Sundance,2023-06-21,10
5,PRO,7,Mark Tuttle,4,44,1:08:38,Sundance,2023-06-21,9.7
5,PRO,8,Val Gibson,2,39,1:11:04,Sundance,2023-06-21,9.4
5,PRO,9,Cj Wiggins,28,36,1:11:32,Sundance,2023-06-21,9.3
5,PRO,10,Brandon Firth,18,33,1:15:38,Sundance,2023-06-21,8.8
5,PRO,11,Jw Silcox,25,30,1:21:25,Sundance,2023-06-21,8.2
5,SEMI-PRO,1,Richard Abbott,115,80,1:02:04,Sundance,2023-06-21,9.8
5,SEMI-PRO,2,Mike Broderick,140,73,1:02:47,Sundance,2023-06-21,9.6
5,SEMI-PRO,3,Lincoln Goodwin,107,66,1:03:56,Sundance,2023-06-21,9.5
5,SEMI-PRO,4,Dan Nelson,112,59,1:04:27,Sundance,2023-06-21,9.4
5,SEMI-PRO,5,Luke Cahoon,104,54,1:04:45,Sundance,2023-06-21,9.4
5,SEMI-PRO,6,Scott Abbott,116,49,1:05:01,Sundance,2023-06-21,9.3
5,SEMI-PRO,7,Tripp Kay,109,44,1:05:29,Sundance,2023-06-21,9.2
5,SEMI-PRO,8,Brandon Smith,125,39,1:05:42,Sundance,2023-06-21,9.2
5,SEMI-PRO,9,Nate Miller,101,36,1:07:19,Sundance,2023-06-21,9
5,SEMI-PRO,10,Matt Parker,102,33,1:07:40,Sundance,2023-06-21,8.9
5,SEMI-PRO,11,Easton Gray,123,30,1:07:59,Sundance,2023-06-21,8.9
5,SEMI-PRO,12,Scott Preston,113,27,1:08:21,Sundance,2023-06-21,8.9
5,SEMI-PRO,13,Matt Frisby,105,24,1:08:51,Sundance,2023-06-21,8.8
5,SEMI-PRO,14,Colton Theobald,117,21,1:09:43,Sundance,2023-06-21,8.7
5,SEMI-PRO,15,Woody,111,18,1:10:18,Sundance,2023-06-21,8.6
5,SEMI-PRO,16,Stewart Goodwin,139,15,1:12:05,Sundance,2023-06-21,8.4
5,SEMI-PRO,17,Nathanicus Klarkarooni,110,12,1:13:47,Sundance,2023-06-21,8.2
5,SEMI-PRO,18,Nick Birch,103,9,1:14:15,Sundance,2023-06-21,8.2
5,SEMI-PRO,19,Josey Apostol,0,7,1:14:51,Sundance,2023-06-21,8.1
5,SEMI-PRO,20,Easton Lunsford,142,5,1:15:42,Sundance,2023-06-21,8
5,SEMI-PRO,21,Thomas Cahoon,127,3,1:17:23,Sundance,2023-06-21,7.8
5,SEMI-PRO,DNF,Eli Speck,141,2,1:25:35,Sundance,2023-06-21,7.1
5,SEMI-PRO,DNF,Gavin Tew,133,1,,Sundance,2023-06-21,
5,EXPERT A,1,Nathan Woolf,254,80,0:53:43,Sundance,2023-06-21,9.3
5,EXPERT A,2,Axel Uibel,249,73,0:53:54,Sundance,2023-06-21,9.3
5,EXPERT A,3,Ben Watson,255,66,0:56:21,Sundance,2023-06-21,8.9
5,EXPERT A,4,Bryson Douglass,216,59,0:56:51,Sundance,2023-06-21,8.8
5,EXPERT A,5,James Lewis,228,54,0:56:53,Sundance,2023-06-21,8.8
5,EXPERT A,6,Todd Stevenson,253,49,0:57:20,Sundance,2023-06-21,8.7
5,EXPERT A,7,Brandon Hill,220,44,0:57:26,Sundance,2023-06-21,8.7
5,EXPERT A,8,Wyatt Seeley,250,39,0:57:46,Sundance,2023-06-21,8.7
5,EXPERT A,9,Jamison Burton,230,36,0:57:53,Sundance,2023-06-21,8.7
5,EXPERT A,10,Clayton Morrill,238,33,0:58:40,Sundance,2023-06-21,8.5
5,EXPERT A,11,Jake Broussard,236,30,1:00:14,Sundance,2023-06-21,8.3
5,EXPERT A,12,Harry Mccoard,208,27,1:00:23,Sundance,2023-06-21,8.3
5,EXPERT A,13,Brock Miller,247,24,1:01:06,Sundance,2023-06-21,8.2
5,EXPERT A,14,Cody Shepherd,224,21,1:01:40,Sundance,2023-06-21,8.1
5,EXPERT A,15,Brian Potempa,221,18,1:02:11,Sundance,2023-06-21,8.1
5,EXPERT A,16,Cameron Gibby,218,15,1:04:12,Sundance,2023-06-21,7.8
5,EXPERT A,17,Mark Nelson,0,12,1:04:37,Sundance,2023-06-21,7.7
5,EXPERT A,18,Garrett Allred,202,9,1:06:39,Sundance,2023-06-21,7.5
5,EXPERT A,19,Kael Theobald,246,7,1:06:45,Sundance,2023-06-21,7.5
5,EXPERT A,20,Thomas Dahl,257,5,1:09:44,Sundance,2023-06-21,7.2
5,EXPERT A,21,Samuel Dahl,256,3,1:14:16,Sundance,2023-06-21,6.7
5,EXPERT A,DNF,Rhome Goodman,231,1,0:48:35,Sundance,2023-06-21,10.3
5,EXPERT A,DNF,Cannon Christiansen,248,1,0:55:57,Sundance,2023-06-21,9
5,EXPERT A,DNF,Thomas Clarke,252,1,,Sundance,2023-06-21,
5,EXPERT A,DNF,Quinn Jacobsen,206,1,,Sundance,2023-06-21,
5,PRO/EXPERT WOMEN,1,Ava Larson,318,80,0:58:23,Sundance,2023-06-21,8.6
5,PRO/EXPERT WOMEN,2,Rachel Miller,301,73,1:00:48,Sundance,2023-06-21,8.2
5,PRO/EXPERT WOMEN,3,Remi Smith,312,66,1:01:38,Sundance,2023-06-21,8.1
5,PRO/EXPERT WOMEN,4,Elizabeth Vellinga,317,59,1:06:11,Sundance,2023-06-21,7.6
5,PRO/EXPERT WOMEN,5,Brynlee Bingham,302,54,1:11:11,Sundance,2023-06-21,7
5,PRO/EXPERT WOMEN,6,Kadence Preston,305,49,1:13:19,Sundance,2023-06-21,6.8
5,PRO/EXPERT WOMEN,7,Patty Rice,308,44,1:30:01,Sundance,2023-06-21,5.5
5,PRO/EXPERT WOMEN,DNF,Kristi Mcilmoil,304,1,1:01:48,Sundance,2023-06-21,8.1
5,EXPERT B,1,Jansen Payne,425,80,0:48:34,Sundance,2023-06-21,9
5,EXPERT B,2,Bolt Miller,429,73,0:49:46,Sundance,2023-06-21,8.8
5,EXPERT B,3,Mike Madsen,407,66,0:49:59,Sundance,2023-06-21,8.8
5,EXPERT B,4,Foraker Fisher,441,59,0:52:45,Sundance,2023-06-21,8.3
5,EXPERT B,5,Brixton Mortimer,401,54,0:53:09,Sundance,2023-06-21,8.2
5,EXPERT B,6,Crozier Kimball,438,49,0:53:49,Sundance,2023-06-21,8.1
5,EXPERT B,7,Malcolm Hatfield,445,44,0:54:25,Sundance,2023-06-21,8.1
5,EXPERT B,8,Jordan Thurston,411,39,0:55:42,Sundance,2023-06-21,7.9
