race_number,category,place,racer_name,plate_number,points,finish_time,venue,race_date,avg_speed
8,JUNIOR,7,Camilla Jacobsen,903,44,0:40:12,Wolf Creek Ranch,2023-07-12,5.6
8,JUNIOR,8,Bryn Chipman,920,39,1:05:31,Wolf Creek Ranch,2023-07-12,3.4
8,BEGINNER,1,Carter Bingham,1032,80,0:20:48,Wolf Creek Ranch,2023-07-12,8.6
8,BEGINNER,2,Jathan Bingham,1029,73,0:24:06,Wolf Creek Ranch,2023-07-12,7.4
8,BEGINNER,3,Nate Jacobsen,1007,66,0:24:47,Wolf Creek Ranch,2023-07-12,7.2
8,BEGINNER,4,Jackson Bingham,1002,59,0:25:55,Wolf Creek Ranch,2023-07-12,6.9
8,BEGINNER,5,Isaac Miller,1009,54,0:25:56,Wolf Creek Ranch,2023-07-12,6.9
8,BEGINNER,6,Dunken Paterson,1021,49,0:28:57,Wolf Creek Ranch,2023-07-12,6.2
8,BEGINNER,7,Jay Jacobsen,1023,44,0:31:21,Wolf Creek Ranch,2023-07-12,5.7
8,BEGINNER,8,Kyrie Bingham,1001,39,0:33:58,Wolf Creek Ranch,2023-07-12,5.2
8,BEGINNER,DNF,Camden Craig,1028,1,,Wolf Creek Ranch,2023-07-12,
8,BEGINNER,DNF,Ryssa Apostol,1006,1,,Wolf Creek Ranch,2023-07-12,
9,PRO,1,Andrew Conover,6,80,0:45:39,Sorensen,2023-07-19,12.4
9,PRO,2,Cole Johnson,43,73,0:46:36,Sorensen,2023-07-19,12.2
9,PRO,3,Chris Holley,19,66,0:46:48,Sorensen,2023-07-19,12.1
9,PRO,4,Mark Tuttle,4,59,0:48:44,Sorensen,2023-07-19,11.6
9,PRO,5,Daniel Bartholomew,45,54,0:49:06,Sorensen,2023-07-19,11.5
9,PRO,6,Tanner Burr,44,49,0:49:27,Sorensen,2023-07-19,11.5
9,PRO,7,Geoffrey Montague,1,44,0:50:37,Sorensen,2023-07-19,11.2
9,PRO,8,Val Gibson,2,39,0:50:38,Sorensen,2023-07-19,11.2
9,PRO,9,Brandon Firth,18,36,0:51:52,Sorensen,2023-07-19,10.9
9,PRO,10,Isaac Teerlink,33,33,0:53:38,Sorensen,2023-07-19,10.6
9,SEMI-PRO,1,Henry Stevens,151,80,0:49:55,Sorensen,2023-07-19,11.3
9,SEMI-PRO,2,Dan Nelson,112,73,0:50:19,Sorensen,2023-07-19,11.3
9,SEMI-PRO,3,Brandon Smith,125,66,0:50:57,Sorensen,2023-07-19,11.1
9,SEMI-PRO,4,Jayven Thomas,148,59,0:51:06,Sorensen,2023-07-19,11.1
9,SEMI-PRO,5,Tanner Gillespie,153,54,0:52:05,Sorensen,2023-07-19,10.9
9,SEMI-PRO,6,Matt Frisby,105,49,0:52:06,Sorensen,2023-07-19,10.9
9,SEMI-PRO,7,Luke Cahoon,104,44,0:53:03,Sorensen,2023-07-19,10.7
9,SEMI-PRO,8,Thomas Cahoon,127,39,0:53:31,Sorensen,2023-07-19,10.6
9,SEMI-PRO,9,Matt Parker,102,36,0:54:32,Sorensen,2023-07-19,10.4
9,SEMI-PRO,10,Josey Apostol,0,33,0:54:33,Sorensen,2023-07-19,10.4
9,SEMI-PRO,11,Easton Gray,123,30,0:54:54,Sorensen,2023-07-19,10.3
9,SEMI-PRO,12,Nick Birch,103,27,0:54:56,Sorensen,2023-07-19,10.3
9,SEMI-PRO,13,Taylor Smart,152,24,0:55:34,Sorensen,2023-07-19,10.2
9,SEMI-PRO,14,Jaxon Hadlock,144,21,0:55:34,Sorensen,2023-07-19,10.2
9,SEMI-PRO,15,Nathanicus Klarkarooni,110,18,1:00:02,Sorensen,2023-07-19,9.4
9,SEMI-PRO,DNF,Easton Lunsford,142,1,,Sorensen,2023-07-19,
9,EXPERT A,1,David Palazzo,273,80,0:52:57,Sorensen,2023-07-19,10.7
9,EXPERT A,2,Jansen Payne,270,73,0:52:59,Sorensen,2023-07-19,10.7
9,EXPERT A,3,Cannon Christiansen,248,66,0:54:34,Sorensen,2023-07-19,10.4
9,EXPERT A,4,Clayton Morrill,266,59,0:54:35,Sorensen,2023-07-19,10.4
9,EXPERT A,5,Wyatt Seeley,250,54,0:54:35,Sorensen,2023-07-19,10.4
9,EXPERT A,6,Jon Gallagher,217,49,0:54:37,Sorensen,2023-07-19,10.4
9,EXPERT A,7,Todd Stevenson,253,44,0:54:38,Sorensen,2023-07-19,10.4
9,EXPERT A,8,Quinn Jacobsen,206,39,0:54:38,Sorensen,2023-07-19,10.4
9,EXPERT A,9,Spencer Stevenson,275,36,0:55:54,Sorensen,2023-07-19,10.1
9,EXPERT A,10,Harry Mccoard,271,33,0:56:07,Sorensen,2023-07-19,10.1
9,EXPERT A,11,Rhome Goodman,231,30,0:56:31,Sorensen,2023-07-19,10
9,EXPERT A,12,Cody Shepherd,224,27,0:57:39,Sorensen,2023-07-19,9.8
9,EXPERT A,13,Matthew Muhlestein,274,24,0:58:40,Sorensen,2023-07-19,9.6
9,EXPERT A,DNF,Garrett Allred,264,1,0:46:49,Sorensen,2023-07-19,12.1
9,EXPERT A,DNF,Mark Nelson,0,1,0:55:49,Sorensen,2023-07-19,10.1
9,EXPERT A,DNF,Cameron Gibby,218,1,,Sorensen,2023-07-19,
9,PRO/EXPERT WOMEN,1,Remi Smith,312,80,0:55:55,Sorensen,2023-07-19,10.1
9,PRO/EXPERT WOMEN,2,Kc Holley,320,73,0:59:59,Sorensen,2023-07-19,9.4
9,PRO/EXPERT WOMEN,3,Annie Low,321,66,1:02:58,Sorensen,2023-07-19,9
9,PRO/EXPERT WOMEN,4,Kristi Mcilmoil,304,59,1:05:31,Sorensen,2023-07-19,8.6
9,PRO/EXPERT WOMEN,5,Kadence Preston,305,54,1:11:44,Sorensen,2023-07-19,7.9
9,PRO/EXPERT WOMEN,DNF,Brynlee Bingham,302,1,0:58:29,Sorensen,2023-07-19,9.7
9,EXPERT B,1,Wyatt Chambers,454,80,0:47:27,Sorensen,2023-07-19,10.7
9,EXPERT B,2,Ashton Webster,427,73,0:48:06,Sorensen,2023-07-19,10.6
9,EXPERT B,3,Gregory Jacobs,439,66,0:48:40,Sorensen,2023-07-19,10.5
9,EXPERT B,4,Taylor Hansen,453,59,0:49:57,Sorensen,2023-07-19,10.2
9,EXPERT B,5,Bolt Miller,429,54,0:49:58,Sorensen,2023-07-19,10.2
9,EXPERT B,6,Jared Ririe,456,49,0:50:31,Sorensen,2023-07-19,10.1
9,EXPERT B,7,Eric Dupuis,433,44,0:50:58,Sorensen,2023-07-19,10
9,EXPERT B,8,John Mcilmoil,408,39,0:51:53,Sorensen,2023-07-19,9.8
9,EXPERT B,9,Tyler Jukes,451,36,0:52:10,Sorensen,2023-07-19,9.8
9,EXPERT B,10,Mike Madsen,407,33,0:53:36,Sorensen,2023-07-19,9.5
9,EXPERT B,11,Mitchell Mccoard,440,30,0:53:52,Sorensen,2023-07-19,9.5
9,EXPERT B,12,Ian Beaty,403,27,0:53:53,Sorensen,2023-07-19,9.5
9,EXPERT B,13,Easton Douglas,423,24,0:54:38,Sorensen,2023-07-19,9.3
9,EXPERT B,14,Brixton Mortimer,401,21,0:56:24,Sorensen,2023-07-19,9
9,EXPERT B,15,Keith Payne,417,18,0:56:57,Sorensen,2023-07-19,8.9
9,EXPERT B,16,Cody Low,428,15,0:56:58,Sorensen,2023-07-19,8.9
9,EXPERT B,17,Cole Gonsalves,415,12,0:58:53,Sorensen,2023-07-19,8.7
9,EXPERT B,DNF,Foraker Fisher,441,1,0:44:48,Sorensen,2023-07-19,11.4
9,EXPERT B,DNF,Jordan Thurston,411,1,,Sorensen,2023-07-19,
9,EXPERT C,1,Paul Hadlock,544,80,0:53:54,Sorensen,2023-07-19,9.5
9,EXPERT C,2,Tyler Perry,519,73,0:55:40,Sorensen,2023-07-19,9.2
9,EXPERT C,3,Kerry Smith,513,66,0:56:09,Sorensen,2023-07-19,9.1
9,EXPERT C,4,Jerry Brown,504,59,0:56:28,Sorensen,2023-07-19,9
9,EXPERT C,5,Johnnie Gonsalves,546,54,1:00:00,Sorensen,2023-07-19,8.5
9,EXPERT C,6,Calvin Cahoon,506,49,1:01:24,Sorensen,2023-07-19,8.3
9,EXPERT C,7,Blake Hadlock,542,44,1:02:24,Sorensen,2023-07-19,8.2
9,EXPERT C,8,Jayson Vincent,512,39,1:03:10,Sorensen,2023-07-19,8.1
9,EXPERT C,DNF,Parker Goodwin,533,1,0:58:09,Sorensen,2023-07-19,8.8
9,EXPERT C,DNF,Jared Payne,518,1,,Sorensen,2023-07-19,
9,SPORT A,1,Tyson Widdison,601,80,0:55:31,Sorensen,2023-07-19,8
9,SPORT A,2,David Williams,616,73,0:55:31,Sorensen,2023-07-19,8
9,SPORT A,3,Matt Cahoon,619,66,0:57:24,Sorensen,2023-07-19,7.7
9,SPORT B,1,Jensen Paterson,708,80,0:33:07,Sorensen,2023-07-19,8.5
9,SPORT B,2,Brody Smith,718,73,0:35:03,Sorensen,2023-07-19,8.1
9,SPORT B,3,Daxton Mortimer,701,66,0:35:06,Sorensen,2023-07-19,8
9,SPORT B,4,Jon Tuttle,727,59,0:37:05,Sorensen,2023-07-19,7.6
9,SPORT WOMEN,1,Makell Cahoon,805,80,0:36:43,Sorensen,2023-07-19,7.7
9,SPORT WOMEN,2,Linda Matheson,809,73,0:36:43,Sorensen,2023-07-19,7.7
9,SPORT WOMEN,3,Brooke Bird,804,66,0:42:09,Sorensen,2023-07-19,6.7
9,SPORT WOMEN,4,Kali Apostol,803,59,0:43:53,Sorensen,2023-07-19,6.4
9,JUNIOR,1,Jaden Webster,914,80,0:24:12,Sorensen,2023-07-19,9.4
9,JUNIOR,2,Zayden Mortimer,901,73,0:32:31,Sorensen,2023-07-19,7
9,JUNIOR,3,Darian Bingham,904,66,0:32:32,Sorensen,2023-07-19,7
9,JUNIOR,4,Ariann Apostol,905,59,0:32:37,Sorensen,2023-07-19,6.9
9,JUNIOR,5,Lucy Nelson,906,54,0:33:47,Sorensen,2023-07-19,6.7
9,JUNIOR,6,Camilla Jacobsen,903,49,0:41:57,Sorensen,2023-07-19,5.4
9,BEGINNER,1,Jackson Bingham,1002,80,0:22:21,Sorensen,2023-07-19,7.2
9,BEGINNER,2,Nate Jacobsen,1007,73,0:23:45,Sorensen,2023-07-19,6.8
9,BEGINNER,3,Dunken Paterson,1021,66,0:25:45,Sorensen,2023-07-19,6.3
9,BEGINNER,4,Kyrie Bingham,1001,59,0:26:01,Sorensen,2023-07-19,6.2
9,BEGINNER,5,Carol Tuttle,1033,54,0:28:19,Sorensen,2023-07-19,5.7
9,BEGINNER,6,Jay Jacobsen,1023,49,0:30:44,Sorensen,2023-07-19,5.2
10,PRO,1,Truman Glasgow,48,160,0:52:04,Sundance,2023-07-26,11.6
10,PRO,2,John Wessling,14,146,0:52:51,Sundance,2023-07-26,11.5
10,PRO,3,Cameron Larson,26,132,0:54:28,Sundance,2023-07-26,11.1
10,PRO,4,Sebastian Sarmiento,13,118,0:55:41,Sundance,2023-07-26,10.9
10,PRO,5,Carter Anderson,5,108,0:55:43,Sundance,2023-07-26,10.9
10,PRO,6,Mason Brown,22,98,0:56:18,Sundance,2023-07-26,10.8
10,PRO,7,Chris Holley,19,88,0:56:34,Sundance,2023-07-26,10.7
10,PRO,8,Andrew Conover,6,78,0:58:00,Sundance,2023-07-26,10.4
10,PRO,9,Taylor Edwards,8,72,0:59:08,Sundance,2023-07-26,10.2
10,PRO,10,Tyson Mcclellan,46,66,0:59:33,Sundance,2023-07-26,10.2
10,PRO,11,Daniel Bartholomew,45,60,1:00:30,Sundance,2023-07-26,10
10,PRO,12,Mark Tuttle,4,54,1:02:28,Sundance,2023-07-26,9.7
10,PRO,13,Gavin Gunther,35,48,1:03:02,Sundance,2023-07-26,9.6
10,PRO,14,Val Gibson,2,42,1:03:11,Sundance,2023-07-26,9.6
10,PRO,15,Preston Johnson,20,36,1:04:40,Sundance,2023-07-26,9.4
10,PRO,16,Eric Ault,38,30,1:15:26,Sundance,2023-07-26,8
10,PRO,DNF,Shane Charles,15,2,,Sundance,2023-07-26,
10,SEMI-PRO,1,Henry Stevens,151,160,0:52:41,Sundance,2023-07-26,10.2
10,SEMI-PRO,2,Jamyne Xoumphonphackdy,129,146,0:53:56,Sundance,2023-07-26,9.9
10,SEMI-PRO,3,Dan Nelson,112,132,0:54:34,Sundance,2023-07-26,9.8
10,SEMI-PRO,4,Tanner Gillespie,153,118,0:55:15,Sundance,2023-07-26,9.7
10,SEMI-PRO,5,Brandon Smith,125,108,0:55:17,Sundance,2023-07-26,9.7
10,SEMI-PRO,6,Luke Cahoon,104,98,0:55:45,Sundance,2023-07-26,9.6
10,SEMI-PRO,7,Tripp Kay,109,88,0:55:53,Sundance,2023-07-26,9.6
10,SEMI-PRO,8,Nate Miller,101,78,0:56:34,Sundance,2023-07-26,9.5
10,SEMI-PRO,9,Matt Frisby,105,72,0:57:40,Sundance,2023-07-26,9.3
10,SEMI-PRO,10,Scott Preston,113,66,0:57:49,Sundance,2023-07-26,9.3
10,SEMI-PRO,11,Jayven Thomas,148,60,0:58:34,Sundance,2023-07-26,9.1
10,SEMI-PRO,12,Easton Gray,123,54,0:58:42,Sundance,2023-07-26,9.1
10,SEMI-PRO,13,Woody,111,48,1:00:26,Sundance,2023-07-26,8.9
10,SEMI-PRO,14,Taylor Smart,152,42,1:00:35,Sundance,2023-07-26,8.8
10,SEMI-PRO,15,Thomas Cahoon,127,36,1:00:48,Sundance,2023-07-26,8.8
10,SEMI-PRO,16,Bryan Gillespie,155,30,1:01:20,Sundance,2023-07-26,8.7
10,SEMI-PRO,17,Nick Birch,103,24,1:01:44,Sundance,2023-07-26,8.7
10,SEMI-PRO,18,Matt Parker,102,18,1:02:06,Sundance,2023-07-26,8.6
10,SEMI-PRO,19,Rhome Goodman,156,14,1:02:30,Sundance,2023-07-26,8.6
10,SEMI-PRO,20,Brian Ressa,114,10,1:02:40,Sundance,2023-07-26,8.5
10,SEMI-PRO,21,Josey Apostol,0,6,1:02:40,Sundance,2023-07-26,8.5
10,SEMI-PRO,22,Shawn Smart,154,4,1:02:50,Sundance,2023-07-26,8.5
10,SEMI-PRO,DNF,Nathanicus Klarkarooni,110,2,1:05:17,Sundance,2023-07-26,8.2
10,EXPERT A,1,Jansen Payne,270,160,0:52:11,Sundance,2023-07-26,9.3
10,EXPERT A,2,Willem Maughan,279,146,0:52:55,Sundance,2023-07-26,9.2
10,EXPERT A,3,Brock Miller,247,132,0:52:56,Sundance,2023-07-26,9.2
10,EXPERT A,4,Ben Watson,255,118,0:52:59,Sundance,2023-07-26,9.2
10,EXPERT A,5,Jake Broussard,236,108,0:53:23,Sundance,2023-07-26,9.1
10,EXPERT A,6,Jon Gallagher,217,98,0:53:27,Sundance,2023-07-26,9.1
10,EXPERT A,7,Tige Halvorsen,278,88,0:53:40,Sundance,2023-07-26,9.1
10,EXPERT A,8,Quinn Jacobsen,206,78,0:53:49,Sundance,2023-07-26,9
10,EXPERT A,9,Eric Lynsky,272,72,0:54:02,Sundance,2023-07-26,9
10,EXPERT A,10,Wyatt Chambers,283,66,0:54:03,Sundance,2023-07-26,9
10,EXPERT A,11,Clayton Morrill,281,60,0:54:34,Sundance,2023-07-26,8.9
10,EXPERT A,12,Cody Shepherd,224,54,0:54:42,Sundance,2023-07-26,8.9
10,EXPERT A,13,Spencer Stevenson,275,48,0:55:06,Sundance,2023-07-26,8.8
10,EXPERT A,14,Harry Mccoard,271,42,0:55:50,Sundance,2023-07-26,8.7
10,EXPERT A,15,Kevin Charles,280,36,0:56:15,Sundance,2023-07-26,8.7
10,EXPERT A,16,Cannon Christiansen,248,30,0:56:52,Sundance,2023-07-26,8.6
10,EXPERT A,17,Elijah Speck,207,24,0:57:23,Sundance,2023-07-26,8.5
10,EXPERT A,18,Brendan Johnson,263,18,0:57:59,Sundance,2023-07-26,8.4
10,EXPERT A,19,Matthew Muhlestein,274,14,0:58:16,Sundance,2023-07-26,8.4
10,EXPERT A,20,Landon Hammond,282,10,0:58:52,Sundance,2023-07-26,8.3
10,EXPERT A,21,Cameron Gibby,218,6,0:59:03,Sundance,2023-07-26,8.2
10,EXPERT A,22,Garrett Allred,284,4,1:01:34,Sundance,2023-07-26,7.9
10,EXPERT A,DNF,Alan Farnes,201,2,1:02:18,Sundance,2023-07-26,7.8
10,EXPERT A,DNF,Thomas Dahl,257,2,1:03:03,Sundance,2023-07-26,7.7
10,EXPERT A,DNF,Ryder Warnock,277,2,1:05:26,Sundance,2023-07-26,7.4
10,EXPERT A,DNF,Mark Nelson,0,2,,Sundance,2023-07-26,
10,PRO/EXPERT WOMEN,1,Alexandra Charles,314,160,0:44:50,Sundance,2023-07-26,9.1
10,PRO/EXPERT WOMEN,2,Lucy Hillstrom,324,146,0:45:58,Sundance,2023-07-26,8.9
10,PRO/EXPERT WOMEN,3,Remi Smith,312,132,0:46:48,Sundance,2023-07-26,8.7
10,PRO/EXPERT WOMEN,4,Rachel Miller,301,118,0:48:43,Sundance,2023-07-26,8.4
10,PRO/EXPERT WOMEN,5,Brooklyn Shallenberger,323,108,0:51:08,Sundance,2023-07-26,8
10,PRO/EXPERT WOMEN,6,Annie Low,321,98,0:51:37,Sundance,2023-07-26,7.9
10,PRO/EXPERT WOMEN,7,Jeanette Pierce,322,88,0:52:36,Sundance,2023-07-26,7.8
10,PRO/EXPERT WOMEN,8,Elizabeth Vellinga,317,78,0:53:26,Sundance,2023-07-26,7.7
10,PRO/EXPERT WOMEN,9,Kristi Mcilmoil,304,72,0:54:03,Sundance,2023-07-26,7.6
10,PRO/EXPERT WOMEN,10,Brynlee Bingham,302,66,0:54:39,Sundance,2023-07-26,7.5
10,PRO/EXPERT WOMEN,11,Kadence Preston,305,60,0:58:34,Sundance,2023-07-26,7
10,EXPERT B,1,Bolt Miller,429,160,0:45:25,Sundance,2023-07-26,9
10,EXPERT B,2,Gregory Jacobs,439,146,0:46:03,Sundance,2023-07-26,8.9
10,EXPERT B,3,Gabriel Rejholec,459,132,0:46:47,Sundance,2023-07-26,8.7
10,EXPERT B,4,Jared Ririe,456,118,0:47:12,Sundance,2023-07-26,8.7
10,EXPERT B,5,Ashton Webster,427,108,0:47:37,Sundance,2023-07-26,8.6
10,EXPERT B,6,Mike Madsen,407,98,0:47:44,Sundance,2023-07-26,8.6
10,EXPERT B,7,Brixton Mortimer,401,88,0:48:50,Sundance,2023-07-26,8.4
10,EXPERT B,8,Toby Sibert,460,78,0:50:01,Sundance,2023-07-26,8.2
10,EXPERT B,9,John Mcilmoil,408,72,0:50:16,Sundance,2023-07-26,8.1
10,EXPERT B,10,Jordan Thurston,411,66,0:50:31,Sundance,2023-07-26,8.1
10,EXPERT B,11,Ian Beaty,403,60,0:50:34,Sundance,2023-07-26,8.1
10,EXPERT B,12,Tyler Jukes,451,54,0:50:58,Sundance,2023-07-26,8
10,EXPERT B,13,Cole Gonsalves,415,48,0:54:04,Sundance,2023-07-26,7.6
10,EXPERT B,14,Keith Payne,417,42,0:54:34,Sundance,2023-07-26,7.5
10,EXPERT B,15,Jedediah Dahl,447,36,0:54:38,Sundance,2023-07-26,7.5
10,EXPERT B,16,Paul Dahl,446,30,0:55:17,Sundance,2023-07-26,7.4
10,EXPERT B,17,Brody Transtrum,462,24,0:55:31,Sundance,2023-07-26,7.4
10,EXPERT B,18,Nick Sibert,461,18,0:56:08,Sundance,2023-07-26,7.3
10,EXPERT B,19,Jesse Sorenson,458,14,1:11:49,Sundance,2023-07-26,5.7
10,EXPERT C,1,Paul Hadlock,544,160,0:50:18,Sundance,2023-07-26,8.1
10,EXPERT C,2,Brian Blumer,514,146,0:52:45,Sundance,2023-07-26,7.8
10,EXPERT C,3,Tyler Perry,519,132,0:52:55,Sundance,2023-07-26,7.7
10,EXPERT C,4,Kerry Smith,513,118,0:53:08,Sundance,2023-07-26,7.7
10,EXPERT C,5,Cameron Hill,545,108,0:54:39,Sundance,2023-07-26,7.5
10,EXPERT C,6,Johnnie Gonsalves,546,98,0:55:07,Sundance,2023-07-26,7.4
10,EXPERT C,7,Luis Muzquiz,517,88,0:56:00,Sundance,2023-07-26,7.3
10,EXPERT C,8,Jerry Brown,504,78,0:56:04,Sundance,2023-07-26,7.3
10,EXPERT C,9,Calvin Cahoon,506,72,0:58:01,Sundance,2023-07-26,7
10,EXPERT C,10,Blake Hadlock,542,66,0:59:37,Sundance,2023-07-26,6.9
10,EXPERT C,11,Tommy Peterson,502,60,0:59:40,Sundance,2023-07-26,6.8
10,EXPERT C,12,Jayson Vincent,512,54,1:04:20,Sundance,2023-07-26,6.3
10,EXPERT C,13,Jared Payne,518,48,1:17:38,Sundance,2023-07-26,5.3
10,EXPERT C,DNF,Tyson Peterson,501,2,0:50:11,Sundance,2023-07-26,8.2
10,EXPERT C,DNF,Dallan Robbins,524,2,0:41:58,Sundance,2023-07-26,9.8
10,EXPERT C,DNF,Parker Goodwin,533,2,,Sundance,2023-07-26,
10,EXPERT C,DNF,Kip Apostol,0,2,,Sundance,2023-07-26,
10,SPORT A,1,Kade Gray,606,160,0:43:42,Sundance,2023-07-26,7.8
10,SPORT A,2,Cory Johnston,630,146,0:44:25,Sundance,2023-07-26,7.6
10,SPORT A,3,Carey Pierce,637,132,0:50:44,Sundance,2023-07-26,6.7
10,SPORT A,4,David Williams,616,118,0:53:52,Sundance,2023-07-26,6.3
10,SPORT A,5,Matt Cahoon,619,108,1:06:18,Sundance,2023-07-26,5.1
10,SPORT A,6,Tyson Widdison,601,98,1:08:16,Sundance,2023-07-26,5
10,SPORT B,1,Brody Smith,718,160,0:40:21,Sundance,2023-07-26,7.2
10,SPORT B,2,Daxton Mortimer,701,146,0:40:29,Sundance,2023-07-26,7.2
10,SPORT B,3,Jensen Paterson,708,132,0:40:55,Sundance,2023-07-26,7.1
10,SPORT B,4,Kendall Thacker,730,118,0:43:46,Sundance,2023-07-26,6.6
10,SPORT B,5,Jacob Mumford,728,108,0:44:28,Sundance,2023-07-26,6.5
10,SPORT B,6,Thomas Hansen,731,98,0:50:45,Sundance,2023-07-26,5.7
10,SPORT B,7,Trey Miller,732,88,0:58:46,Sundance,2023-07-26,4.9
10,SPORT B,8,Porter Johnston,720,78,1:03:26,Sundance,2023-07-26,4.6
10,SPORT WOMEN,1,Alta Miller,822,160,0:45:31,Sundance,2023-07-26,6.4
10,SPORT WOMEN,2,Marissa Coleman,823,146,0:47:53,Sundance,2023-07-26,6.1
10,SPORT WOMEN,3,Linda Matheson,809,132,0:50:11,Sundance,2023-07-26,5.8
10,SPORT WOMEN,4,Leah Sorenson,820,118,0:51:34,Sundance,2023-07-26,5.6
10,SPORT WOMEN,5,Makell Cahoon,805,108,0:56:41,Sundance,2023-07-26,5.1
10,SPORT WOMEN,6,Cora Hansen,801,98,1:11:17,Sundance,2023-07-26,4
10,SPORT WOMEN,7,Emma Johnson,806,88,1:11:21,Sundance,2023-07-26,4
10,SPORT WOMEN,DNF,Brooke Bird,804,2,,Sundance,2023-07-26,
10,JUNIOR,1,Jaden Webster,914,160,0:27:17,Sundance,2023-07-26,7.8
10,JUNIOR,2,Ariann Apostol,905,146,0:40:15,Sundance,2023-07-26,5.3
10,JUNIOR,3,Lucy Nelson,906,132,0:40:44,Sundance,2023-07-26,5.2
10,JUNIOR,4,Darian Bingham,904,118,0:41:22,Sundance,2023-07-26,5.1
10,JUNIOR,5,Jenna Sorenson,918,108,0:46:34,Sundance,2023-07-26,4.5
10,JUNIOR,6,Camilla Jacobsen,903,98,0:59:11,Sundance,2023-07-26,3.6
10,JUNIOR,7,Elias Jacobsen,921,88,1:29:14,Sundance,2023-07-26,2.4
10,BEGINNER,1,Nate Jacobsen,1007,160,0:26:14,Sundance,2023-07-26,5.4
10,BEGINNER,2,Isaac Miller,1009,146,0:27:31,Sundance,2023-07-26,5.2
10,BEGINNER,3,Jackson Bingham,1002,132,0:31:58,Sundance,2023-07-26,4.5
10,BEGINNER,4,Josie Thomas,1026,118,0:32:10,Sundance,2023-07-26,4.4
10,BEGINNER,5,Kyrie Bingham,1001,108,0:34:28,Sundance,2023-07-26,4.1
10,BEGINNER,6,Dunken Paterson,1021,98,0:37:57,Sundance,2023-07-26,3.7
10,BEGINNER,7,Peyton Pontious,1035,88,0:47:22,Sundance,2023-07-26,3
10,BEGINNER,8,Jay Jacobsen,1023,78,0:47:53,Sundance,2023-07-26,3
10,BEGINNER,9,Reagan Warnock,1034,72,0:58:09,Sundance,2023-07-26,2.4
10,BEGINNER,10,Nora Pinkal,1036,66,1:06:03,Sundance,2023-07-26,2.1
1,PRO,1,Andrew Conover,2,80,0:53:35,Eagle Mountain,2024-04-17,15.7
1,PRO,2,Tyson Mcclellan,12,73,0:53:41,Eagle Mountain,2024-04-17,15.7
1,PRO,3,Scott Countryman,6,66,0:53:42,Eagle Mountain,2024-04-17,15.7
1,PRO,4,Asher James,9,59,0:53:42,Eagle Mountain,2024-04-17,15.7
1,PRO,5,Tanner Burr,7,54,0:56:48,Eagle Mountain,2024-04-17,14.8
1,PRO,6,Daniel Bartholomew,8,49,0:56:56,Eagle Mountain,2024-04-17,14.8
1,PRO,7,Spencer Maughan,42,44,0:57:04,Eagle Mountain,2024-04-17,14.8
1,PRO,8,Scott Abbott,13,39,0:58:16,Eagle Mountain,2024-04-17,14.5
1,PRO,9,Mark Tuttle,1,36,0:58:44,Eagle Mountain,2024-04-17,14.4
1,PRO,10,Cameron Averett,3,33,0:59:08,Eagle Mountain,2024-04-17,14.3
1,PRO,11,Cutler Reschke,4,30,0:59:54,Eagle Mountain,2024-04-17,14.1
1,PRO,12,Logan Eccles,14,27,1:01:04,Eagle Mountain,2024-04-17,13.8
1,PRO,13,Easton Gray,10,24,1:01:51,Eagle Mountain,2024-04-17,13.6
1,PRO,DNF,Jeffrey Previte,5,2,,Eagle Mountain,2024-04-17,
1,PRO,DNF,Adam Stewart,11,2,,Eagle Mountain,2024-04-17,
1,SEMI-PRO,1,Tanner Gillespie,120,80,0:49:48,Eagle Mountain,2024-04-17,14.8
1,SEMI-PRO,2,Henry Clark,117,73,0:50:35,Eagle Mountain,2024-04-17,14.6
1,SEMI-PRO,3,Cole Johnson,122,66,0:50:43,Eagle Mountain,2024-04-17,14.6
1,SEMI-PRO,4,Thomas Cahoon,105,59,0:51:25,Eagle Mountain,2024-04-17,14.4
1,SEMI-PRO,5,Val Gibson,101,54,0:51:27,Eagle Mountain,2024-04-17,14.4
1,SEMI-PRO,6,Nate Miller,109,49,0:51:47,Eagle Mountain,2024-04-17,14.3
1,SEMI-PRO,7,Brandon Smith,116,44,0:52:27,Eagle Mountain,2024-04-17,14.1
1,SEMI-PRO,8,Bryan Gillespie,119,39,0:53:13,Eagle Mountain,2024-04-17,13.9
1,SEMI-PRO,9,Dan Nelson,111,36,0:53:27,Eagle Mountain,2024-04-17,13.8
1,SEMI-PRO,10,Eli Speck,123,33,0:53:42,Eagle Mountain,2024-04-17,13.8
1,SEMI-PRO,11,Pearson Wallace,121,30,0:54:16,Eagle Mountain,2024-04-17,13.6
1,SEMI-PRO,12,Matt Parker,556,27,0:54:21,Eagle Mountain,2024-04-17,13.6
1,SEMI-PRO,13,Ethan Smith,125,24,0:56:14,Eagle Mountain,2024-04-17,13.1
1,SEMI-PRO,14,Matt Frisby,102,21,0:56:24,Eagle Mountain,2024-04-17,13.1
1,SEMI-PRO,15,James Parkinson,114,18,0:56:26,Eagle Mountain,2024-04-17,13.1
1,SEMI-PRO,16,Woody,0,15,0:57:28,Eagle Mountain,2024-04-17,12.9
1,SEMI-PRO,17,Tripp Kay,104,12,0:58:27,Eagle Mountain,2024-04-17,12.6
1,SEMI-PRO,18,Jayven Thomas,124,9,0:58:28,Eagle Mountain,2024-04-17,12.6
